,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
3646,A27444,We should abolish safe spaces,against,safe spaces are sometimes the only place at-risk kids have that make them feel safe.,safe spaces are sometimes the only place at-risk kids have that make them feel safe. against We should abolish safe spaces,"['Security: personal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3722,A28066,We should abolish capital punishment,in favor of,capital punishment has done nothing to actually deter serious crime in this country,capital punishment has done nothing to actually deter serious crime in this country in favor of We should abolish capital punishment,"['Achievement', 'Security: societal']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6357,A25377,Intelligence tests bring more harm than good,in favor of,IQ tests measure only a few types of cognitive abilities and do not account for the vast array of intelligence types,IQ tests measure only a few types of cognitive abilities and do not account for the vast array of intelligence types in favor of Intelligence tests bring more harm than good,"['Achievement', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2784,A24202,We should ban cosmetic surgery,against,everyone has a right to make this choice,everyone has a right to make this choice against We should ban cosmetic surgery,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,A29130,We should prohibit school prayer,in favor of,school prayer should be banned as all students are not part of one single religion and should not be subject to the prayers of others and it singles them out.,school prayer should be banned as all students are not part of one single religion and should not be subject to the prayers of others and it singles them out. in favor of We should prohibit school prayer,"['Self-direction: action', 'Tradition', 'Universalism: concern']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2384,A23085,We should legalize prostitution,in favor of,some women need the income to provide for their children and themselves,some women need the income to provide for their children and themselves in favor of We should legalize prostitution,"['Stimulation', 'Achievement', 'Power: resources', 'Security: personal', 'Benevolence: caring', 'Universalism: tolerance']",0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2988,A25017,We should ban telemarketing,in favor of,we should ban it because of the often very high pressure sales tactics used to coerce a sale even if someone does not want to purchase anything,we should ban it because of the often very high pressure sales tactics used to coerce a sale even if someone does not want to purchase anything in favor of We should ban telemarketing,"['Self-direction: action', 'Benevolence: caring', 'Universalism: concern']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
115,A05088,We should abandon the use of school uniform,in favor of,"if you are not required to wear a uniform, you are free to choose clothing styles that are more favorable to your body type and coloring, which allows you to look your best","if you are not required to wear a uniform, you are free to choose clothing styles that are more favorable to your body type and coloring, which allows you to look your best in favor of We should abandon the use of school uniform","['Self-direction: thought', 'Self-direction: action', 'Stimulation', 'Hedonism']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,E04126,We do not need immigration from non-European or non-first-world countries. ,in favor of,"We are Europeans; this is not racism but we don't support growth. If we accept many immigrants then we make a huge stop in the growth of the migrant countries, because I am 100% sure that they will never ever go back to their country.","We are Europeans; this is not racism but we don't support growth. If we accept many immigrants then we make a huge stop in the growth of the migrant countries, because I am 100% sure that they will never ever go back to their country. in favor of We do not need immigration from non-European or non-first-world countries. ","['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3400,A27062,We should cancel pride parades,against,it is essential that people realize the whole world is diverse. by promoting these parades we are showing the world that you need to be proud of who you are regardless or gender or orientation.,it is essential that people realize the whole world is diverse. by promoting these parades we are showing the world that you need to be proud of who you are regardless or gender or orientation. against We should cancel pride parades,"['Face', 'Universalism: tolerance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7140,E06038,We should prevent the surveillance state,in favor of,Excessive surveillance preemptively assumes everyone is a potential criminal and definitely undermines the basic human right of autonomy and self-determination. ,Excessive surveillance preemptively assumes everyone is a potential criminal and definitely undermines the basic human right of autonomy and self-determination.  in favor of We should prevent the surveillance state,"['Self-direction: thought', 'Self-direction: action', 'Conformity: rules', 'Universalism: concern']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3119,A25230,We should ban cosmetic surgery for minors,in favor of,minors don't understand the implications of their choices,minors don't understand the implications of their choices in favor of We should ban cosmetic surgery for minors,"['Humility', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4381,A30127,We should end the use of economic sanctions,against,economic sanctions help keep dangerous regimes in check,economic sanctions help keep dangerous regimes in check against We should end the use of economic sanctions,"['Power: dominance', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3802,A28191,We should abolish intellectual property rights,in favor of,intellectual property rights stifle creativity since all ideas are built upon the ideas of the past.,intellectual property rights stifle creativity since all ideas are built upon the ideas of the past. in favor of We should abolish intellectual property rights,"['Self-direction: thought', 'Achievement', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5151,E06057,People with disabilities should be more represented ,in favor of,"People with trisomy 21 in Europe have much higher rates of unemployment, social exclusion, poverty, and discrimination. The European Union must make it a priority to change this situation.","People with trisomy 21 in Europe have much higher rates of unemployment, social exclusion, poverty, and discrimination. The European Union must make it a priority to change this situation. in favor of People with disabilities should be more represented ","['Face', 'Security: personal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2819,A24272,We should ban targeted killing,against,"targeted killing uses expertise to eliminate those that are extreme threats, not only to our government, but to the global governing bodies.","targeted killing uses expertise to eliminate those that are extreme threats, not only to our government, but to the global governing bodies. against We should ban targeted killing","['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6954,E01056,We should increase the legal warranty from 2 years to 5 years on all products in Europe,in favor of,"It would force manufacturers to build longer-lasting products, and therefore reduce the impact on the environment and resources","It would force manufacturers to build longer-lasting products, and therefore reduce the impact on the environment and resources in favor of We should increase the legal warranty from 2 years to 5 years on all products in Europe","['Achievement', 'Benevolence: dependability', 'Universalism: nature']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4011,A29008,We should ban private military companies,against,we shouldn't ban private military companies because in risk of national defense,we shouldn't ban private military companies because in risk of national defense against We should ban private military companies,['Security: societal'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5973,A22082,Holocaust denial should be a criminal offence,in favor of,denying the holocaust is deeply offensive to survivors and their family and should not be allowed.,denying the holocaust is deeply offensive to survivors and their family and should not be allowed. in favor of Holocaust denial should be a criminal offence,"['Face', 'Conformity: rules', 'Conformity: interpersonal', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
5901,A21221,The use of public defenders should be mandatory,in favor of,The use of public defenders should be mandatory so that the trial system can be streamlined with more consistent defense practices.,The use of public defenders should be mandatory so that the trial system can be streamlined with more consistent defense practices. in favor of The use of public defenders should be mandatory,"['Achievement', 'Security: societal', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
81,A05039,We should subsidize student loans,in favor of,student loans set children up to be valuable citizens and the state should support this,student loans set children up to be valuable citizens and the state should support this in favor of We should subsidize student loans,"['Achievement', 'Security: personal', 'Security: societal']",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3021,A25076,We should abolish the right to keep and bear arms,against,The right to keep and bear arms is a constitutional right and should never be abolished as it allows personal protection,The right to keep and bear arms is a constitutional right and should never be abolished as it allows personal protection against We should abolish the right to keep and bear arms,"['Self-direction: action', 'Security: societal', 'Conformity: rules']",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1972,A21463,We should legalize sex selection,against,"it should not be legal, it is  costly and morally wrong","it should not be legal, it is  costly and morally wrong against We should legalize sex selection","['Security: personal', 'Tradition', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1714,A21072,We should end the use of economic sanctions,against,economic sanctions can put pressure on the regime in power.  it reduces their ability to buy weapons of oppression and the ability to keep their economy healthy.  it can be effective in the right circumstances.,economic sanctions can put pressure on the regime in power.  it reduces their ability to buy weapons of oppression and the ability to keep their economy healthy.  it can be effective in the right circumstances. against We should end the use of economic sanctions,"['Power: resources', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
3536,A27268,We should adopt a zero-tolerance policy in schools,in favor of,adopting zero-tolerance in school will solve the big issues which schools all around country face it today.,adopting zero-tolerance in school will solve the big issues which schools all around country face it today. in favor of We should adopt a zero-tolerance policy in schools,"['Achievement', 'Security: societal', 'Conformity: rules', 'Benevolence: caring']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4601,D01052,India should store the data within the territorial boundaries of the country,against,"Storing data in India means higher operational costs for payment system operators. Because in other countries they have cheaper alternatives. And also for cross-border transactions, they have to store the data in two places, which increases costs. There is a probability that these extra costs may pass on to the consumers.","Storing data in India means higher operational costs for payment system operators. Because in other countries they have cheaper alternatives. And also for cross-border transactions, they have to store the data in two places, which increases costs. There is a probability that these extra costs may pass on to the consumers. against India should store the data within the territorial boundaries of the country",['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5398,A09099,We should abandon television,against,"Television for many people is their connection to the outside world and should not be abandoned,","Television for many people is their connection to the outside world and should not be abandoned, against We should abandon television","['Self-direction: thought', 'Self-direction: action', 'Stimulation', 'Hedonism', 'Security: personal']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4072,A29107,We should ban cosmetic surgery,against,"cosmetic surgery is a decision that a doctor and a patient makes, and we should not infringe on their choice.","cosmetic surgery is a decision that a doctor and a patient makes, and we should not infringe on their choice. against We should ban cosmetic surgery",['Self-direction: action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,D01104,IT recruiters should consider skills instead of a degree in programming,in favor of,"Even if someone has a degree in IT, they have to learn so many things to get into the IT job, because there is a gap between the industrial standards and the skills that are taught in Engineering colleges. Moreover, as technology is constantly evolving, even if someone has prepared themselves for the industrial standards in their graduation, they have to learn new technologies continuously to stay relevant in the job market. So, as the learning curve will be there even for IT students, students from non-IT backgrounds can also learn these things and can get into IT jobs.","Even if someone has a degree in IT, they have to learn so many things to get into the IT job, because there is a gap between the industrial standards and the skills that are taught in Engineering colleges. Moreover, as technology is constantly evolving, even if someone has prepared themselves for the industrial standards in their graduation, they have to learn new technologies continuously to stay relevant in the job market. So, as the learning curve will be there even for IT students, students from non-IT backgrounds can also learn these things and can get into IT jobs. in favor of IT recruiters should consider skills instead of a degree in programming","['Self-direction: thought', 'Achievement', 'Universalism: concern']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1946,A21431,We should adopt atheism,in favor of,Atheism should be the norm for a society who wants to live according to their own rules and ideals.,Atheism should be the norm for a society who wants to live according to their own rules and ideals. in favor of We should adopt atheism,"['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Security: societal', 'Universalism: objectivity']",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4420,A30189,We should subsidize journalism,in favor of,we should subsidize journalism because it's a job market that's needed and financially in trouble because of free online news sources.,we should subsidize journalism because it's a job market that's needed and financially in trouble because of free online news sources. in favor of We should subsidize journalism,"['Achievement', 'Power: dominance', 'Face', 'Security: personal', 'Benevolence: caring', 'Universalism: objectivity']",0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4192,A29309,We should ban cosmetic surgery,against,people have a right to bodily autonomy and should make their own decisions about their bodies,people have a right to bodily autonomy and should make their own decisions about their bodies against We should ban cosmetic surgery,['Self-direction: action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,E05018,The EU should equalize the retirement age for all Europeans. ,against,"Retirement is often funded by taxes and taxes are decided by each member state. So each member state should also be the one who decides how those taxes are spent. For some countries, a retirement age of 65 may be unaffordable or undesirable, while for others it may not.","Retirement is often funded by taxes and taxes are decided by each member state. So each member state should also be the one who decides how those taxes are spent. For some countries, a retirement age of 65 may be unaffordable or undesirable, while for others it may not. against The EU should equalize the retirement age for all Europeans. ","['Self-direction: action', 'Power: dominance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,A27200,We should ban algorithmic trading,in favor of,"it takes away the human component, and machines can easily make mistakes.","it takes away the human component, and machines can easily make mistakes. in favor of We should ban algorithmic trading","['Achievement', 'Benevolence: caring', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1610,A20415,We should introduce compulsory voting,against,compulsory voting is an infringement on personal choice,compulsory voting is an infringement on personal choice against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,E04101,We need a single immigration policy.,against,"What we are now seeing are the first waves of a human tsunami. In sub-Saharan Africa, over years the population will have grown to 2,0 billion.  That is more than the people who live in the EU and US today.  At the same time, the Population in the EU is shrinking. When we keep the border open the EU as a viable society will disappear.  Not much of a future for the young Europeans.","What we are now seeing are the first waves of a human tsunami. In sub-Saharan Africa, over years the population will have grown to 2,0 billion.  That is more than the people who live in the EU and US today.  At the same time, the Population in the EU is shrinking. When we keep the border open the EU as a viable society will disappear.  Not much of a future for the young Europeans. against We need a single immigration policy.","['Self-direction: action', 'Security: societal', 'Universalism: concern']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1251,A19375,We should abolish the three-strikes laws,against,The three-strikes law is a deterrent against crime.,The three-strikes law is a deterrent against crime. against We should abolish the three-strikes laws,"['Power: dominance', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
694,A18015,We should abolish the right to keep and bear arms,against,we should not abolish the right to keep and bear arms because people would be left defenseless against criminals who are going to find a way to get a gun,we should not abolish the right to keep and bear arms because people would be left defenseless against criminals who are going to find a way to get a gun against We should abolish the right to keep and bear arms,"['Self-direction: action', 'Security: personal', 'Security: societal', 'Tradition', 'Benevolence: caring', 'Universalism: concern']",0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
3070,A25150,We should ban private military companies,in favor of,private militaries are a threat to security if they decide to overthrow the government,private militaries are a threat to security if they decide to overthrow the government in favor of We should ban private military companies,"['Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4370,A30109,We should subsidize journalism,in favor of,journalism provides a needed check on the government.,journalism provides a needed check on the government. in favor of We should subsidize journalism,"['Power: dominance', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7007,E02099,We should improve migration policies ,in favor of,"The only meaningful immigration is when there is a member country with a specific vacancy. That member will also be responsible for the integration (at a cost of Euro 167,000). The EU has only to administer the paperwork and supervise if matters spin out of control. ","The only meaningful immigration is when there is a member country with a specific vacancy. That member will also be responsible for the integration (at a cost of Euro 167,000). The EU has only to administer the paperwork and supervise if matters spin out of control.  in favor of We should improve migration policies ","['Stimulation', 'Power: dominance', 'Face', 'Benevolence: dependability']",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2867,A24336,We should adopt a zero-tolerance policy in schools,in favor of,we should adopt a zero-tolerance policy to protect all of our children.,we should adopt a zero-tolerance policy to protect all of our children. in favor of We should adopt a zero-tolerance policy in schools,"['Security: societal', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
5531,A18024,Holocaust denial should be a criminal offence,against,"while the holocaust was a very serious event, denying that it happened should not be serious enough to be a criminal offense.","while the holocaust was a very serious event, denying that it happened should not be serious enough to be a criminal offense. against Holocaust denial should be a criminal offence","['Self-direction: thought', 'Universalism: concern', 'Universalism: tolerance']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5571,A18198,Holocaust denial should be a criminal offence,in favor of,"the holocaust was a serious event that affected many, and denying that it happened is an insult to those who died during it, those who lived through it, and those still living with it.","the holocaust was a serious event that affected many, and denying that it happened is an insult to those who died during it, those who lived through it, and those still living with it. in favor of Holocaust denial should be a criminal offence","['Face', 'Conformity: interpersonal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
3375,A27024,We should subsidize space exploration,in favor of,space exploration is important for the development and growth of human society and knowledge and should be invested in by the government.,space exploration is important for the development and growth of human society and knowledge and should be invested in by the government. in favor of We should subsidize space exploration,['Achievement'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,A15017,We should subsidize Wikipedia,in favor of,wikipedia is a valuable source of information in all things and would be missed if it were not able to continue due to lack of support,wikipedia is a valuable source of information in all things and would be missed if it were not able to continue due to lack of support in favor of We should subsidize Wikipedia,"['Achievement', 'Conformity: rules']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2194,A22305,We should adopt an austerity regime,against,an austerity regime can prevent people from having the funds they need to live the life they chose.,an austerity regime can prevent people from having the funds they need to live the life they chose. against We should adopt an austerity regime,"['Self-direction: action', 'Stimulation', 'Power: resources', 'Security: personal']",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4692,D02079,All countries should take responsibility for accepting refugees,in favor of,All countries should share the responsibility for refugees. Resettlement of the refugees should be done without much delay. They should be provided with skill development courses and employment opportunities to help them in living a dignified life.,All countries should share the responsibility for refugees. Resettlement of the refugees should be done without much delay. They should be provided with skill development courses and employment opportunities to help them in living a dignified life. in favor of All countries should take responsibility for accepting refugees,"['Achievement', 'Security: personal', 'Benevolence: dependability']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4060,A29085,We should ban the Church of Scientology,against,we should not ban the church of scientology because people should be able to be whatever religion they want,we should not ban the church of scientology because people should be able to be whatever religion they want against We should ban the Church of Scientology,"['Self-direction: action', 'Tradition', 'Universalism: tolerance']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6107,A23205,Surrogacy should be banned,in favor of,Surrogacy should be banned as there are many children and babies who need adopting and that would be a better way for childless couples to have families.,Surrogacy should be banned as there are many children and babies who need adopting and that would be a better way for childless couples to have families. in favor of Surrogacy should be banned,"['Conformity: rules', 'Benevolence: caring']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5285,E07252,We need a plan for receiving asylum/migrants.,in favor of,"According to Mrs. Ngozi Okonjat, African countries follow the example of the Asian Tigers. ","According to Mrs. Ngozi Okonjat, African countries follow the example of the Asian Tigers.  in favor of We need a plan for receiving asylum/migrants.","['Power: dominance', 'Security: societal', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1017,A19006,We should ban missionary work,against,missionary work helps the less fortunate countries  with aid and hope.,missionary work helps the less fortunate countries  with aid and hope. against We should ban missionary work,"['Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
557,A12385,We should abolish the three-strikes laws,in favor of,"Three strikes laws reduce the power of judges and discretion in the court room, making judgments shallower.","Three strikes laws reduce the power of judges and discretion in the court room, making judgments shallower. in favor of We should abolish the three-strikes laws","['Self-direction: thought', 'Self-direction: action', 'Power: dominance', 'Security: societal', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: objectivity']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
6314,A25153,The vow of celibacy should be abandoned,in favor of,this would allow religious people to have families and relationships.,this would allow religious people to have families and relationships. in favor of The vow of celibacy should be abandoned,['Benevolence: caring'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7044,E03031,We should impose an IQ test to immigrants,in favor of,"The real problem, even with the war refugees is that once they enter the EU they do not want to return to their countries, even if the danger has passed. They even bring their family and other relatives!","The real problem, even with the war refugees is that once they enter the EU they do not want to return to their countries, even if the danger has passed. They even bring their family and other relatives! in favor of We should impose an IQ test to immigrants","['Security: personal', 'Humility', 'Benevolence: caring', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1207,A19307,We should adopt gender-neutral language,against,it would be expensive to change to a gender neutral language and that money could be better spent elsewhere  world hunger for example,it would be expensive to change to a gender neutral language and that money could be better spent elsewhere  world hunger for example against We should adopt gender-neutral language,"['Power: resources', 'Security: societal', 'Tradition', 'Benevolence: dependability', 'Universalism: objectivity']",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
5441,A12178,Intelligence tests bring more harm than good,in favor of,"IQ tests can make test-takers discouraged if they receive a bad score. They may not make an effort to succeed, since they already expect to fail.","IQ tests can make test-takers discouraged if they receive a bad score. They may not make an effort to succeed, since they already expect to fail. in favor of Intelligence tests bring more harm than good",['Achievement'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,A30044,We should ban missionary work,in favor of,missionary work in other countries can prove to be dangerous to the missionaries and their families.,missionary work in other countries can prove to be dangerous to the missionaries and their families. in favor of We should ban missionary work,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4291,A29484,We should ban whaling,against,whaling provides a lot of income for people that would then become unemployed if they couldn't do it anymore.,whaling provides a lot of income for people that would then become unemployed if they couldn't do it anymore. against We should ban whaling,['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1510,A20277,We should abolish zoos,in favor of,it is inhumane to keep animals in cages for our entertainment. they need to be in their natural habitat in order to thrive instead of zoos.,it is inhumane to keep animals in cages for our entertainment. they need to be in their natural habitat in order to thrive instead of zoos. in favor of We should abolish zoos,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3877,A28305,We should ban algorithmic trading,against,"algorithmic trading makes it easier for poor people to get more money, all they need to do is come up with an algorithm that makes them more money","algorithmic trading makes it easier for poor people to get more money, all they need to do is come up with an algorithm that makes them more money against We should ban algorithmic trading","['Self-direction: thought', 'Self-direction: action', 'Stimulation', 'Achievement', 'Power: resources', 'Security: personal', 'Universalism: concern']",1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3732,A28078,We should prohibit school prayer,against,school prayer is harmless to students and has been a tradition in many schools and should be allowed to continue with those that do not share the same views allowed to not participate.,school prayer is harmless to students and has been a tradition in many schools and should be allowed to continue with those that do not share the same views allowed to not participate. against We should prohibit school prayer,"['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Universalism: concern', 'Universalism: tolerance']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4667,D02031,Social media is making us less social,in favor of,"By following friends on social media and not communicating with them privately, we can only know the things they post on their accounts. We may not know much about what is really happening in their lives. That means we will have no meaningful connections with friends. The convenience of contacting people online made us prefer it over meeting them outside.","By following friends on social media and not communicating with them privately, we can only know the things they post on their accounts. We may not know much about what is really happening in their lives. That means we will have no meaningful connections with friends. The convenience of contacting people online made us prefer it over meeting them outside. in favor of Social media is making us less social","['Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3211,A25362,We should ban missionary work,against,"if people are proud of their religion and want to travel and spread the word, they should be able to freely. first amendment rights!","if people are proud of their religion and want to travel and spread the word, they should be able to freely. first amendment rights! against We should ban missionary work","['Self-direction: thought', 'Achievement', 'Tradition', 'Benevolence: caring']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3630,A27419,We should end the use of economic sanctions,in favor of,ending these sanctions will boost the target country's economy,ending these sanctions will boost the target country's economy in favor of We should end the use of economic sanctions,"['Power: resources', 'Security: societal']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5118,E05148,Coronavirus protection should be advertised on TV and social media,against,"That's a terrible idea. The government propaganda machine is already going at full steam. Do you have any idea what the psychological impact of these kinds of messages is when you blast them at people all day every day for over a year?  Depression, suicides, and domestic violence are all the consequences of living in a hopeless and high-stress environment for a protracted period of time and are at record levels throughout Europe. In this entire covid crisis the so-called 'health experts' have consequently ignored the fact that your mental state has a direct influence on your health. i.e.: If you're stressed out, you're more likely to get sick. Instead, they have willfully created panic. Just like your ad would.","That's a terrible idea. The government propaganda machine is already going at full steam. Do you have any idea what the psychological impact of these kinds of messages is when you blast them at people all day every day for over a year?  Depression, suicides, and domestic violence are all the consequences of living in a hopeless and high-stress environment for a protracted period of time and are at record levels throughout Europe. In this entire covid crisis the so-called 'health experts' have consequently ignored the fact that your mental state has a direct influence on your health. i.e.: If you're stressed out, you're more likely to get sick. Instead, they have willfully created panic. Just like your ad would. against Coronavirus protection should be advertised on TV and social media","['Self-direction: thought', 'Achievement', 'Security: personal', 'Security: societal']",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6981,E01109,We should stop subsidizing mass livestock farms,in favor of,"The EU has “beautiful” ideas and is working on legislation for animal welfare and the environment. But as long as EU subsidies still support mass animal farms, all of this is not credible!","The EU has “beautiful” ideas and is working on legislation for animal welfare and the environment. But as long as EU subsidies still support mass animal farms, all of this is not credible! in favor of We should stop subsidizing mass livestock farms","['Face', 'Benevolence: caring', 'Universalism: nature']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
266,A09064,We should abolish the three-strikes laws,in favor of,abolishing the three strikes law would save money,abolishing the three strikes law would save money in favor of We should abolish the three-strikes laws,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3922,A28376,We should abolish the three-strikes laws,in favor of,the three-strikes laws prevent rehabilitation for those who have committed minor offensives such as substance abuse treatment that can prevent future criminal acts.,the three-strikes laws prevent rehabilitation for those who have committed minor offensives such as substance abuse treatment that can prevent future criminal acts. in favor of We should abolish the three-strikes laws,"['Security: societal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1140,A19195,We should adopt libertarianism,in favor of,"Libertarian foreign policies, being neutral and non-interventionist, help avoid war with other nations.","Libertarian foreign policies, being neutral and non-interventionist, help avoid war with other nations. in favor of We should adopt libertarianism","['Self-direction: action', 'Security: societal', 'Universalism: concern', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3162,A25294,We should ban targeted killing,against,sometimes the only way to overthrow a bad government or organization is by targeted killing.  this could be the only way to protect innocent people.,sometimes the only way to overthrow a bad government or organization is by targeted killing.  this could be the only way to protect innocent people. against We should ban targeted killing,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
